sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
LacZ:2398-2417_LacZ_+_6327	LacZ:2398-2417_LacZ_+	589.16/925.02	42.67/5117.5/3029.5	757.09	3029.5	1.9991	56400	18573	16.674	1	1.0153e-62	2.0306e-62	3.083e-60	True
KIAA1456_6155	KIAA1456	413.31/588.74	3830/47.619/2311.9	501.02	2311.9	2.2038	15387	12152	16.427	1	6.1305e-61	1.2261e-60	1.8391e-58	True
TACR1_10630	TACR1	1402/1748.7	12701/384.13/4780.6	1575.3	4780.6	1.6009	60079	39437	16.14	1	6.649e-59	1.3298e-58	1.971e-56	True
YTHDC2_12319	YTHDC2	1093.4/1294.4	3897.2/6212.7/1147	1193.9	3897.2	1.7059	20211	29660	15.697	1	7.9864e-56	1.5973e-55	2.3396e-53	True
luciferase:1028-1047_luciferase_-_6425	luciferase:1028-1047_luciferase_-	581.39/1088.8	60.772/3084.1/6335.9	835.08	3084.1	1.8836	1.2872e+05	20542	15.692	1	8.5632e-56	1.7126e-55	2.4793e-53	True
JADE1_5345	JADE1	1195.1/803.18	3434.3/8538.1/1.1125	999.13	3434.3	1.7802	76792	24699	15.495	1	1.8801e-54	3.7601e-54	5.3808e-52	True
LacZ:2115-2134_LacZ_+_6318	LacZ:2115-2134_LacZ_+	395.37/612.13	2180/536.51/3027.2	503.75	2180	2.1114	23493	12220	15.164	1	3.0524e-52	6.1048e-52	8.6369e-50	True
KCNQ1_5803	KCNQ1	315.82/84.802	5723/1238.1/22.251	200.31	1238.1	2.6218	26684	4737	15.079	1	1.1228e-51	2.2457e-51	3.1414e-49	True
FTO_3841	FTO	698.62/534.15	2460.6/5695.3/754.3	616.39	2460.6	1.9954	13525	15036	15.04	1	1.9972e-51	3.9944e-51	5.5256e-49	True
KMT2E_6260	KMT2E	473.13/462.02	2134.8/2050.8/121.27	467.57	2050.8	2.1305	61.637	11319	14.881	1	2.1806e-50	4.3613e-50	5.9668e-48	True
PDE7A_8099	PDE7A	864.9/819.75	2.5861/8611.1/2966	842.33	2966	1.8149	1019.5	20725	14.752	1	1.4952e-49	2.9904e-49	4.0468e-47	True
FRK_3767	FRK	860.72/1583.9	2096/3788.9/3964	1222.3	3788.9	1.6314	2.6152e+05	30386	14.724	1	2.2668e-49	4.5335e-49	6.0691e-47	True
PDGFRB_8142	PDGFRB	1446.3/1884.2	4613.5/1041.3/6936.7	1665.2	4613.5	1.4696	95862	41751	14.429	1	1.6961e-47	3.3923e-47	4.493e-45	True
CLOCK_2445	CLOCK	357.09/611.16	2013.2/4233.4/1.1125	484.12	2013.2	2.0538	32276	11731	14.118	1	1.4671e-45	2.9342e-45	3.8453e-43	True
PSMB9_8905	PSMB9	78.356/39.964	575.4/4.7619/1147	59.16	575.4	3.2602	736.97	1352.8	14.036	1	4.9877e-45	9.9755e-45	1.2937e-42	True
CTRL0048_2686	CTRL0048	446.21/331.41	1693.9/1.5873/4246.6	388.81	1693.9	2.1203	6589.6	9364.5	13.486	1	9.4298e-42	1.886e-41	2.4206e-39	True
SRD5A1_10441	SRD5A1	1027/859.71	27.154/2990.5/3324.3	943.36	2990.5	1.6635	13992	23283	13.416	1	2.4376e-41	4.8752e-41	6.1935e-39	True
ELP3_3169	ELP3	267.96/273.9	7367.7/1346/10.013	270.93	1346	2.3085	17.61	6460.7	13.376	1	4.2035e-41	8.4069e-41	1.0572e-38	True
RARA_9102	RARA	514.4/456.17	1.293/1931.8/13157	485.29	1931.8	1.9908	1694.9	11760	13.339	1	6.9042e-41	1.3808e-40	1.7191e-38	True
ALKBH8_599	ALKBH8	415.11/990.33	33.619/2447.6/14544	702.72	2447.6	1.7989	1.6544e+05	17204	13.303	1	1.1055e-40	2.2111e-40	2.7256e-38	True
ATP6V1B2_966	ATP6V1B2	416.3/401.59	1709.4/1930.2/14.463	408.95	1709.4	2.0608	108.24	9863.2	13.094	1	1.7751e-39	3.5502e-39	4.3334e-37	True
luciferase:1551-1570_luciferase_+_6438	luciferase:1551-1570_luciferase_+	1035.4/1365.6	23.275/3563.5/3457.8	1200.5	3457.8	1.5254	54524	29828	13.07	1	2.4408e-39	4.8816e-39	5.9006e-37	True
NFKB1_7452	NFKB1	253.61/215.42	9055.1/1207.9/0	234.51	1207.9	2.3599	729.39	5570	13.043	1	3.4876e-39	6.9751e-39	8.35e-37	True
C3_1464	C3	538.32/584.84	183.61/2081/2910.4	561.58	2081	1.8878	1081.9	13664	12.998	1	6.2601e-39	1.252e-38	1.4845e-36	True
THRB_10966	THRB	621.46/612.13	5838/17.46/2187.3	616.8	2187.3	1.8246	43.543	15046	12.803	1	7.869e-38	1.5738e-37	1.8485e-35	True
KDM3A_5982	KDM3A	147.14/67.256	740.91/742.86/0	107.2	740.91	2.7775	3190.8	2491.8	12.695	1	3.2014e-37	6.4028e-37	7.45e-35	True
FASN_3499	FASN	305.65/59.459	2983/1011.1/5.5627	182.55	1011.1	2.4631	30304	4306.1	12.627	1	7.5559e-37	1.5112e-36	1.742e-34	True
CD52_2052	CD52	491.07/478.59	1843.9/6196.9/0	484.83	1843.9	1.925	77.832	11748	12.538	1	2.3045e-36	4.6089e-36	5.2643e-34	True
METTL1_6817	METTL1	537.13/279.75	1651.2/877.78/14176	408.44	1651.2	2.0127	33122	9850.6	12.522	1	2.8464e-36	5.6927e-36	6.4431e-34	True
TRMT5_11436	TRMT5	540.12/399.64	1774/73.016/8654.5	469.88	1774	1.9144	9866.9	11376	12.227	1	1.1112e-34	2.2225e-34	2.4928e-32	True
GHR_4207	GHR	1039/1483.5	3412.3/12.698/5102.1	1261.3	3412.3	1.4352	98825	31380	12.143	1	3.1286e-34	6.2571e-34	6.9555e-32	True
ADRA2C_369	ADRA2C	2884.8/3161.1	89.219/6363.5/9206.3	3022.9	6363.5	1.0736	38155	77051	12.035	1	1.1681e-33	2.3362e-33	2.5739e-31	True
CSF3R_2586	CSF3R	490.47/426.93	1723.6/333.33/12067	458.7	1723.6	1.9075	2018.6	11098	12.007	1	1.635e-33	3.2699e-33	3.5711e-31	True
F11_3408	F11	305.05/564.37	12754/1663.5/278.14	434.71	1663.5	1.9336	33623	10502	11.99	1	1.993e-33	3.986e-33	4.3153e-31	True
MMP12_6965	MMP12	535.33/457.15	2736.1/20.635/1786.7	496.24	1786.7	1.8461	3056.3	12033	11.765	1	2.9694e-32	5.9388e-32	6.374e-30	True
F10_3405	F10	908.57/633.58	2388.2/257.14/2555.5	771.07	2388.2	1.6297	37811	18926	11.755	1	3.3232e-32	6.6464e-32	7.0724e-30	True
CTRL0075_2713	CTRL0075	698.62/865.56	491.35/2381/6588.5	782.09	2381	1.6049	13934	19204	11.538	1	4.2544e-31	8.5088e-31	8.9775e-29	True
ATF2_914	ATF2	277.54/400.61	0/1379.4/3863.9	339.07	1379.4	2.0211	7574.3	8135.8	11.533	1	4.4788e-31	8.9576e-31	9.3716e-29	True
RING1_9215	RING1	269.16/435.71	113.79/1392.1/1576.5	352.43	1392.1	1.9788	13868	8465.4	11.299	1	6.5998e-30	1.32e-29	1.3695e-27	True
CSF2RB_2575	CSF2RB	267.37/653.07	0/1652.4/3804.9	460.22	1652.4	1.8419	74384	11136	11.297	1	6.7695e-30	1.3539e-29	1.3931e-27	True
LHCGR_6382	LHCGR	805.09/1146.3	11.637/4058.7/2717.9	975.69	2717.9	1.4771	58206	24104	11.222	1	1.5911e-29	3.1821e-29	3.2474e-27	True
NEK11_7441	NEK11	1207/1034.2	5460.5/104.76/2970.5	1120.6	2970.5	1.4056	14938	27790	11.097	1	6.5053e-29	1.3011e-28	1.3169e-26	True
ALOX5_621	ALOX5	314.02/348.95	1311.1/39805/314.85	331.49	1311.1	1.9805	610.14	7948.8	10.988	1	2.1834e-28	4.3668e-28	4.3844e-26	True
ADH1A_240	ADH1A	474.32/529.28	2764.5/1711.1/238.08	501.8	1711.1	1.7677	1510.2	12171	10.962	1	2.9233e-28	5.8467e-28	5.8233e-26	True
PLA2G4A_8290	PLA2G4A	288.9/443.5	2083.1/69.842/1385.1	366.2	1385.1	1.9164	11951	8805.4	10.858	1	9.1011e-28	1.8202e-27	1.7985e-25	True
NSUN4_7675	NSUN4	234.47/155.96	923.22/3.1746/3258.6	195.21	923.22	2.2358	3082.1	4613.2	10.719	1	4.1733e-27	8.3465e-27	8.1822e-25	True
TOP2B_11119	TOP2B	330.17/660.87	11.637/6585.7/1669.9	495.52	1669.9	1.7507	54680	12015	10.714	1	4.3626e-27	8.7253e-27	8.4867e-25	True
IKBKB_5074	IKBKB	523.37/279.75	1456/1.5873/1453	401.56	1453	1.8527	29676	9680.1	10.687	1	5.885e-27	1.177e-26	1.1359e-24	True
NSUN4_7685	NSUN4	556.86/500.04	2816.2/152.38/1730	528.45	1730	1.709	1614.7	12836	10.605	1	1.4056e-26	2.8113e-26	2.6923e-24	True
ASXL1_904	ASXL1	243.44/192.02	971.07/292.06/5203.4	217.73	971.07	2.1519	1322	5160.9	10.486	1	4.9941e-26	9.9883e-26	9.4927e-24	True
NR3C2_7588	NR3C2	817.05/633.58	2115.4/4.7619/7849	725.31	2115.4	1.5429	16832	17772	10.427	1	9.3157e-26	1.8631e-25	1.7573e-23	True
PARP1_7923	PARP1	454.58/335.31	3237.7/1411.1/0	394.95	1411.1	1.8345	7113.4	9516.4	10.417	1	1.0398e-25	2.0797e-25	1.9468e-23	True
CA7_1596	CA7	772.79/301.19	3571.3/73.016/1720	536.99	1720	1.6776	1.112e+05	13049	10.356	1	1.965e-25	3.9299e-25	3.6513e-23	True
KDM1A_5837	KDM1A	3214.4/2995.4	727.98/96.826/211.38	3104.9	211.38	-3.8703	23988	79198	10.282	4.2604e-25	1	8.5207e-25	7.858e-23	False
IDE_4987	IDE	730.92/641.37	3117.5/2001.6/614.12	686.15	2001.6	1.5432	4009.5	16787	10.153	1	1.6092e-24	3.2184e-24	2.9462e-22	True
ERBB2_3250	ERBB2	489.87/645.27	1752.1/2334.9/532.91	567.57	1752.1	1.6245	12074	13813	10.078	1	3.4529e-24	6.9057e-24	6.2757e-22	True
GSR_4421	GSR	1050.3/1159.9	3885.6/1.5873/2772.5	1105.1	2772.5	1.3262	6006.5	27396	10.073	1	3.6189e-24	7.2378e-24	6.5297e-22	True
ALKBH8_587	ALKBH8	734.51/1343.2	2650.7/2907.9/1300.6	1038.8	2650.7	1.3506	1.8524e+05	25709	10.053	1	4.4626e-24	8.9253e-24	7.9942e-22	True
EZH1_3361	EZH1	370.84/397.69	3703.2/1346/7.7878	384.27	1346	1.8059	360.36	9252.1	9.9989	1	7.7056e-24	1.5411e-23	1.3705e-21	True
GABRA1_3945	GABRA1	3042.1/4340.5	3857.1/209.52/648.61	3691.3	648.61	-2.5069	8.4287e+05	94608	9.8922	2.2502e-23	1	4.5003e-23	3.9737e-21	False
HTR6_4949	HTR6	184.23/101.37	709.87/1.5873/2950.5	142.8	709.87	2.3055	3432.4	3345.6	9.804	1	5.4491e-23	1.0898e-22	9.5551e-21	True
C9orf114_1505	C9orf114	329.57/557.55	2138.7/14.286/1456.3	443.56	1456.3	1.7129	25986	10722	9.7806	1	6.8168e-23	1.3634e-22	1.187e-20	True
P2RX4_7845	P2RX4	183.63/312.89	2.5861/998.42/3698.1	248.26	998.42	2.0034	8354.2	5905.8	9.7615	1	8.2422e-23	1.6484e-22	1.4252e-20	True
EDNRA_3053	EDNRA	305.65/282.67	1104.2/17.46/8023.7	294.16	1104.2	1.9048	263.93	7030.5	9.6614	1	2.2003e-22	4.4006e-22	3.7784e-20	True
HCAR2_4509	HCAR2	1097/1411.4	2954.6/587.3/9192.9	1254.2	2954.6	1.2355	49433	31200	9.6265	1	3.0902e-22	6.1805e-22	5.2703e-20	True
LacZ:1241-1260_LacZ_+_6276	LacZ:1241-1260_LacZ_+	311.03/387.94	1228.4/0/1556.4	349.49	1228.4	1.8105	2957.8	8392.7	9.5937	1	4.2499e-22	8.4997e-22	7.1987e-20	True
RRM2B_9468	RRM2B	1184.3/758.34	1392.6/8596.9/2443.1	971.33	2443.1	1.3298	90725	23993	9.5019	1	1.0304e-21	2.0609e-21	1.7336e-19	True
KEAP1_6107	KEAP1	2012.7/2673.7	14808/65.08/7.7878	2343.2	65.08	-5.1488	2.1843e+05	59306	9.3546	3.871e-21	1	7.742e-21	6.469e-19	False
JADE2_5349	JADE2	520.98/878.23	4054.9/192.06/1922.5	699.6	1922.5	1.457	63816	17125	9.3446	1	4.6126e-21	9.2251e-21	7.6568e-19	True
EP400_3210	EP400	302.66/311.91	5926/23.81/1105.9	307.29	1105.9	1.8441	42.848	7353.1	9.3129	1	6.2202e-21	1.244e-20	1.0257e-18	True
TFB1M_10889	TFB1M	2131.8/2696.1	500.4/80.953/122.38	2413.9	122.38	-4.2908	1.5925e+05	61147	9.2671	9.4833e-21	1	1.8967e-20	1.5535e-18	False
BRD4_1306	BRD4	2856.1/2723.4	337.48/311.11/2210.6	2789.8	337.48	-3.0435	8804.6	70950	9.2065	1.6853e-20	1	3.3707e-20	2.7428e-18	False
DRD1_2984	DRD1	339.74/115.99	901.24/73.016/9664.7	227.87	901.24	1.979	25032	5407.9	9.1568	1	2.6758e-20	5.3516e-20	4.3265e-18	True
CALCR_1772	CALCR	1723.2/2555.7	2839.5/20.635/25.588	2139.5	25.588	-6.331	3.4654e+05	54014	9.0956	3.0069e-20	1	6.0138e-20	4.8305e-18	False
TARBP1_10766	TARBP1	1320.1/1225.2	2889.9/12494/816.61	1272.7	2889.9	1.1825	4498.1	31672	9.0874	1	5.0703e-20	1.0141e-19	8.093e-18	True
RNMT_9318	RNMT	599.93/1004	5776/146.03/2076	801.95	2076	1.3711	81625	19705	9.0761	1	5.6248e-20	1.125e-19	8.9209e-18	True
MAVS_6657	MAVS	2433.8/1883.2	50.428/42.857/1234.9	2158.5	50.428	-5.392	1.516e+05	54508	9.0294	7.4623e-20	1	1.4925e-19	1.176e-17	False
