sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
HRH1_4794	HRH1	0/0	1289.8/1605.3	0.51413	1447.5	9.9019	0	0.87859	1543.8	1	0	0	0	True
CDY1_2185	CDY1	0/1.0283	1184.7/1704.8	0.51413	1444.8	9.8991	0.52867	0.87859	1540.8	1	0	0	0	True
F2_3426	F2	0/0	1288.3/1599.2	0.51413	1443.8	9.8981	0	0.87859	1539.7	1	0	0	0	True
LIPF_6393	LIPF	0/1.0283	1492.5/1394	0.51413	1443.2	9.8976	0.52867	0.87859	1539.2	1	0	0	0	True
KANSL3_5450	KANSL3	0/1.0283	1663.9/1210.6	0.51413	1437.2	9.8916	0.52867	0.87859	1532.8	1	0	0	0	True
TNF_11046	TNF	0/0	1394.9/1479	0.51413	1436.9	9.8913	0	0.87859	1532.4	1	0	0	0	True
FCGR2B_3580	FCGR2B	0/0	1215.3/1653.8	0.51413	1434.6	9.8889	0	0.87859	1529.9	1	0	0	0	True
CD52_2053	CD52	1.1602/0	1505.2/1571.3	0.58012	1538.2	9.9279	0.67308	1.0179	1524.1	1	0	0	0	True
TRDMT1_11168	TRDMT1	1.1602/0	1192.2/1844.5	0.58012	1518.3	9.9092	0.67308	1.0179	1504.4	1	0	0	0	True
CDKAL1_2177	CDKAL1	0/0	1464.9/1341.8	0.51413	1403.3	9.8572	0	0.87859	1496.6	1	0	0	0	True
NSUN4_7663	NSUN4	0/0	1557.3/1243.4	0.51413	1400.4	9.8541	0	0.87859	1493.4	1	0	0	0	True
FCER1G_3535	FCER1G	1.1602/0	1427.7/1582.2	0.58012	1504.9	9.8964	0.67308	1.0179	1491.1	1	0	0	0	True
DPP4_2954	DPP4	0/0	1226.5/1557.9	0.51413	1392.2	9.8457	0	0.87859	1484.7	1	0	0	0	True
LHCGR_6381	LHCGR	0/1.0283	988.78/1788.6	0.51413	1388.7	9.8421	0.52867	0.87859	1481	1	0	0	0	True
NSUN6_7744	NSUN6	1.1602/1.0283	1786.8/2644.7	1.0943	2215.7	10.048	0.008708	2.2407	1479.5	1	0	0	0	True
GSR_4421	GSR	0/1.0283	1308.4/1445	0.51413	1376.7	9.8296	0.52867	0.87859	1468.2	1	0	0	0	True
SMS_10349	SMS	0/1.0283	1321.8/1423.1	0.51413	1372.5	9.8251	0.52867	0.87859	1463.7	1	0	0	0	True
RNMT_9296	RNMT	2.3205/0	2254/2293.7	1.1602	2273.9	10.04	2.6923	2.4132	1463	1	0	0	0	True
PPP3R2_8515	PPP3R2	1.1602/0	746.61/2199	0.58012	1472.8	9.8653	0.67308	1.0179	1459.3	1	0	0	0	True
BRPF1_1363	BRPF1	0/1.0283	1123.6/1608.9	0.51413	1366.3	9.8186	0.52867	0.87859	1457.1	1	0	0	0	True
PLCL1_8333	PLCL1	0/1.0283	1102/1606.5	0.51413	1354.3	9.8059	0.52867	0.87859	1444.2	1	0	0	0	True
ALKBH1_470	ALKBH1	0/0	1150.5/1553	0.51413	1351.8	9.8032	0	0.87859	1441.6	1	0	0	0	True
F2R_3434	F2R	1.1602/0	1115.5/1787.4	0.58012	1451.4	9.8442	0.67308	1.0179	1438.1	1	0	0	0	True
USP3_11881	USP3	0/1.0283	1079.7/1616.2	0.51413	1347.9	9.7991	0.52867	0.87859	1437.5	1	0	0	0	True
EZH1_3330	EZH1	0/1.0283	994/1680.5	0.51413	1337.3	9.7877	0.52867	0.87859	1426.1	1	0	0	0	True
TBXAS1_10831	TBXAS1	0/1.0283	929.91/1741.3	0.51413	1335.6	9.7858	0.52867	0.87859	1424.3	1	0	0	0	True
HTR3A_4922	HTR3A	0/1.0283	1458.2/1204.6	0.51413	1331.4	9.7813	0.52867	0.87859	1419.8	1	0	0	0	True
MAOB_6469	MAOB	1.1602/0	1064/1800.8	0.58012	1432.4	9.8252	0.67308	1.0179	1419.2	1	0	0	0	True
HPRT1_4787	HPRT1	0/1.0283	1095.3/1564	0.51413	1329.7	9.7794	0.52867	0.87859	1418	1	0	0	0	True
HCAR2_4502	HCAR2	0/1.0283	1234.7/1420.7	0.51413	1327.7	9.7773	0.52867	0.87859	1415.9	1	0	0	0	True
HTR4_4935	HTR4	0/1.0283	1407.5/1210.6	0.51413	1309.1	9.7569	0.52867	0.87859	1396.1	1	0	0	0	True
TYMS_11684	TYMS	0/0	1473.9/1132.9	0.51413	1303.4	9.7507	0	0.87859	1390	1	0	0	0	True
PBX1_7955	PBX1	0/0	1381.5/1219.1	0.51413	1300.3	9.7472	0	0.87859	1386.7	1	0	0	0	True
TRDMT1_11169	TRDMT1	0/0	934.39/1657.5	0.51413	1295.9	9.7424	0	0.87859	1382	1	0	0	0	True
KIAA1456_6196	KIAA1456	0/1.0283	1026/1551.8	0.51413	1288.9	9.7346	0.52867	0.87859	1374.6	1	0	0	0	True
NSUN4_7683	NSUN4	0/1.0283	1327.1/1250.7	0.51413	1288.9	9.7345	0.52867	0.87859	1374.5	1	0	0	0	True
ALKBH1_466	ALKBH1	0/1.0283	1163.1/1412.2	0.51413	1287.7	9.7332	0.52867	0.87859	1373.2	1	0	0	0	True
FCER1A_3526	FCER1A	0/1.0283	1322.6/1249.5	0.51413	1286	9.7313	0.52867	0.87859	1371.5	1	0	0	0	True
LPL_6418	LPL	0/1.0283	882.97/1674.5	0.51413	1278.7	9.7231	0.52867	0.87859	1363.7	1	0	0	0	True
TBL1X_10788	TBL1X	0/0	1336/1220.3	0.51413	1278.2	9.7225	0	0.87859	1363.1	1	0	0	0	True
GABRA1_3946	GABRA1	0/0	1353.9/1198.5	0.51413	1276.2	9.7203	0	0.87859	1361	1	0	0	0	True
DPP4_2959	DPP4	0/1.0283	1352.4/1196.1	0.51413	1274.2	9.718	0.52867	0.87859	1358.9	1	0	0	0	True
TRMT11_11277	TRMT11	0/1.0283	1481.3/1054	0.51413	1267.6	9.7106	0.52867	0.87859	1351.8	1	0	0	0	True
BRD4_1313	BRD4	0/1.0283	1619.9/913.13	0.51413	1266.5	9.7093	0.52867	0.87859	1350.6	1	0	0	0	True
HDAC11_4574	HDAC11	0/0	1303.2/1228.8	0.51413	1266	9.7087	0	0.87859	1350.1	1	0	0	0	True
GABRR3_4127	GABRR3	0/1.0283	1091.6/1437.7	0.51413	1264.6	9.7072	0.52867	0.87859	1348.6	1	0	0	0	True
CCKAR_1856	CCKAR	0/1.0283	1052.9/1471.7	0.51413	1262.3	9.7045	0.52867	0.87859	1346.1	1	0	0	0	True
RPS6KA5_9430	RPS6KA5	0/0	1304.7/1216.7	0.51413	1260.7	9.7027	0	0.87859	1344.4	1	0	0	0	True
UGCG_11802	UGCG	1.1602/1.0283	2343.4/1678.1	1.0943	2010.8	9.9078	0.008708	2.2407	1342.6	1	0	0	0	True
GABRA3_3966	GABRA3	0/2.0565	2065.5/1799.5	1.0283	1932.5	9.8968	2.1147	2.0715	1342	1	0	0	0	True
TRMT12_11296	TRMT12	0/0	721.28/1794.7	0.51413	1258	9.6995	0	0.87859	1341.5	1	0	0	0	True
AR_807	AR	0/0	1695.2/805.06	0.51413	1250.1	9.6905	0	0.87859	1333.1	1	0	0	0	True
CD86_2099	CD86	0/1.0283	842.74/1653.8	0.51413	1248.3	9.6884	0.52867	0.87859	1331.2	1	0	0	0	True
SLC25A5_10198	SLC25A5	0/2.0565	2035.7/1797.1	1.0283	1916.4	9.8847	2.1147	2.0715	1330.8	1	0	0	0	True
CD80_2069	CD80	0/0	1473.1/1021.2	0.51413	1247.2	9.6871	0	0.87859	1330	1	0	0	0	True
TNFSF13B_11069	TNFSF13B	0/0	1302.5/1188.8	0.51413	1245.6	9.6853	0	0.87859	1328.3	1	0	0	0	True
CTRL0093_2731	CTRL0093	1.1602/0	981.33/1696.3	0.58012	1338.8	9.7278	0.67308	1.0179	1326.5	1	0	0	0	True
HRH2_4811	HRH2	0/0	1729.4/757.7	0.51413	1243.6	9.6829	0	0.87859	1326.2	1	0	0	0	True
PRMT6_8766	PRMT6	0/0	1090.9/1394	0.51413	1242.4	9.6816	0	0.87859	1324.9	1	0	0	0	True
FTO_3847	FTO	0/0	1090.9/1392.8	0.51413	1241.8	9.6809	0	0.87859	1324.3	1	0	0	0	True
NSUN5P2_7724	NSUN5P2	0/1.0283	1345.7/1131.7	0.51413	1238.7	9.6773	0.52867	0.87859	1321	1	0	0	0	True
TNFSF13B_11070	TNFSF13B	0/0	1327.1/1148.7	0.51413	1237.9	9.6763	0	0.87859	1320.1	1	0	0	0	True
TPMT_11148	TPMT	0/1.0283	1306.2/1164.5	0.51413	1235.3	9.6734	0.52867	0.87859	1317.4	1	0	0	0	True
FCGR2A_3570	FCGR2A	0/0	862.11/1606.5	0.51413	1234.3	9.6721	0	0.87859	1316.3	1	0	0	0	True
HTR1F_4891	HTR1F	0/0	1412.8/1051.6	0.51413	1232.2	9.6696	0	0.87859	1314	1	0	0	0	True
PRDM4_8572	PRDM4	0/1.0283	880.74/1581	0.51413	1230.9	9.6681	0.52867	0.87859	1312.6	1	0	0	0	True
RAMP2_9078	RAMP2	0/1.0283	1426.9/1032.1	0.51413	1229.5	9.6666	0.52867	0.87859	1311.2	1	0	0	0	True
DRD5_3024	DRD5	0/1.0283	1097.6/1357.5	0.51413	1227.6	9.6643	0.52867	0.87859	1309.1	1	0	0	0	True
EPHA2_3230	EPHA2	0/0	712.34/1738.8	0.51413	1225.6	9.6619	0	0.87859	1307	1	0	0	0	True
YTHDF2_12415	YTHDF2	1.1602/0	1846.4/791.7	0.58012	1319.1	9.7064	0.67308	1.0179	1306.9	1	0	0	0	True
CHRM4_2300	CHRM4	0/0	1071.5/1379.4	0.51413	1225.4	9.6618	0	0.87859	1306.8	1	0	0	0	True
ACE2_189	ACE2	0/1.0283	964.94/1482.6	0.51413	1223.8	9.6598	0.52867	0.87859	1305	1	0	0	0	True
PDCD1_7998	PDCD1	0/1.0283	1038.7/1406.1	0.51413	1222.4	9.6582	0.52867	0.87859	1303.6	1	0	0	0	True
TSHR_11564	TSHR	0/2.0565	2359.8/1386.7	1.0283	1873.2	9.8518	2.1147	2.0715	1300.8	1	0	0	0	True
CALCR_1767	CALCR	0/1.0283	1004.4/1431.6	0.51413	1218	9.653	0.52867	0.87859	1298.9	1	0	0	0	True
GLRA2_4251	GLRA2	1.1602/0	1170.6/1448.6	0.58012	1309.6	9.696	0.67308	1.0179	1297.5	1	0	0	0	True
MMP12_6962	MMP12	0/0	1074.5/1355.1	0.51413	1214.8	9.6492	0	0.87859	1295.5	1	0	0	0	True
CRTC2_2556	CRTC2	0/0	1217.5/1203.3	0.51413	1210.4	9.644	0	0.87859	1290.8	1	0	0	0	True
IFIH1_5007	IFIH1	1.1602/0	1178.8/1421.9	0.58012	1300.3	9.6858	0.67308	1.0179	1288.3	1	0	0	0	True
DDR2_2880	DDR2	0/1.0283	845.72/1568.8	0.51413	1207.3	9.6402	0.52867	0.87859	1287.4	1	0	0	0	True
CDK5RAP1_2135	CDK5RAP1	0/1.0283	1109.5/1302.9	0.51413	1206.2	9.639	0.52867	0.87859	1286.3	1	0	0	0	True
SLC6A3_10256	SLC6A3	1.1602/0	1145.3/1449.8	0.58012	1297.5	9.6826	0.67308	1.0179	1285.5	1	0	0	0	True
IL2RA_5121	IL2RA	0/0	1158.7/1251.9	0.51413	1205.3	9.6379	0	0.87859	1285.3	1	0	0	0	True
AR_757	AR	0/0	1030.5/1368.5	0.51413	1199.5	9.6309	0	0.87859	1279.1	1	0	0	0	True
PDCD1LG2_8005	PDCD1LG2	0/3.0848	1979.8/2781.9	1.5424	2380.8	9.8717	4.758	3.4723	1276.9	1	0	0	0	True
ALKBH3_494	ALKBH3	0/1.0283	1256.3/1134.1	0.51413	1195.2	9.6258	0.52867	0.87859	1274.6	1	0	0	0	True
HCRTR1_4532	HCRTR1	0/1.0283	1157.9/1228.8	0.51413	1193.4	9.6236	0.52867	0.87859	1272.6	1	0	0	0	True
VWF_12061	VWF	0/0	1012.6/1373.3	0.51413	1193	9.6231	0	0.87859	1272.2	1	0	0	0	True
LIPF_6390	LIPF	0/1.0283	1242.1/1141.4	0.51413	1191.8	9.6216	0.52867	0.87859	1270.9	1	0	0	0	True
OPRK1_7815	OPRK1	0/1.0283	1055.1/1322.3	0.51413	1188.7	9.6179	0.52867	0.87859	1267.6	1	0	0	0	True
MAPT_6582	MAPT	0/0	1312.2/1064.9	0.51413	1188.5	9.6177	0	0.87859	1267.4	1	0	0	0	True
VWF_12062	VWF	0/2.0565	1731.7/1918.5	1.0283	1825.1	9.8143	2.1147	2.0715	1267.4	1	0	0	0	True
MMP17_7012	MMP17	0/0	1274.2/1097.7	0.51413	1185.9	9.6145	0	0.87859	1264.7	1	0	0	0	True
BRD4_1303	BRD4	0/1.0283	1048.4/1312.6	0.51413	1180.5	9.6079	0.52867	0.87859	1258.9	1	0	0	0	True
AR_748	AR	0/1.0283	1224.2/1132.9	0.51413	1178.6	9.6056	0.52867	0.87859	1256.8	1	0	0	0	True
HRH2_4807	HRH2	1.1602/0	1034.2/1502	0.58012	1268.1	9.6496	0.67308	1.0179	1256.4	1	0	0	0	True
CKMT2_2428	CKMT2	0/0	952.27/1402.5	0.51413	1177.4	9.6041	0	0.87859	1255.5	1	0	0	0	True
CD2_1925	CD2	0/1.0283	927.68/1426.8	0.51413	1177.2	9.6039	0.52867	0.87859	1255.4	1	0	0	0	True
HNRNPA2B1_4748	HNRNPA2B1	0/0	834.54/1517.8	0.51413	1176.2	9.6026	0	0.87859	1254.3	1	0	0	0	True
PDE8B_8130	PDE8B	0/1.0283	898.62/1440.1	0.51413	1169.4	9.5943	0.52867	0.87859	1247	1	0	0	0	True
KIAA1456_6163	KIAA1456	0/0	949.29/1389.1	0.51413	1169.2	9.5941	0	0.87859	1246.8	1	0	0	0	True
NOS2_7506	NOS2	0/1.0283	993.25/1343	0.51413	1168.1	9.5927	0.52867	0.87859	1245.7	1	0	0	0	True
CHRNB2_2369	CHRNB2	1.1602/0	1061.1/1453.5	0.58012	1257.3	9.6372	0.67308	1.0179	1245.6	1	0	0	0	True
KDM6A_6060	KDM6A	0/0	1079.7/1247.1	0.51413	1163.4	9.5868	0	0.87859	1240.6	1	0	0	0	True
ENY2_3196	ENY2	1.1602/1.0283	1979.8/1734	1.0943	1856.9	9.793	0.008708	2.2407	1239.8	1	0	0	0	True
AR_776	AR	0/0	1227.2/1096.5	0.51413	1161.9	9.585	0	0.87859	1239	1	0	0	0	True
MS4A1_7228	MS4A1	0/1.0283	1113.2/1208.2	0.51413	1160.7	9.5835	0.52867	0.87859	1237.8	1	0	0	0	True
F9_3473	F9	1.1602/0	1437.3/1058.8	0.58012	1248.1	9.6266	0.67308	1.0179	1236.5	1	0	0	0	True
EGF_3091	EGF	1.1602/1.0283	1351.7/2352	1.0943	1851.8	9.7891	0.008708	2.2407	1236.4	1	0	0	0	True
SHMT1_9954	SHMT1	0/1.0283	1586.4/724.92	0.51413	1155.6	9.5772	0.52867	0.87859	1232.4	1	0	0	0	True
AR_750	AR	0/2.0565	1649.7/1899.1	1.0283	1774.4	9.7737	2.1147	2.0715	1232.1	1	0	0	0	True
MSL1_7257	MSL1	1.1602/0	1223.5/1261.6	0.58012	1242.6	9.6202	0.67308	1.0179	1231	1	0	0	0	True
PDE5A_8083	PDE5A	0/0	893.4/1414.6	0.51413	1154	9.5752	0	0.87859	1230.6	1	0	0	0	True
SCTR_9785	SCTR	0/0	1198.2/1108.6	0.51413	1153.4	9.5744	0	0.87859	1230	1	0	0	0	True
CARTPT_1812	CARTPT	0/1.0283	1003.7/1302.9	0.51413	1153.3	9.5743	0.52867	0.87859	1229.9	1	0	0	0	True
PRMT8_8823	PRMT8	0/1.0283	831.56/1472.9	0.51413	1152.2	9.573	0.52867	0.87859	1228.7	1	0	0	0	True
FTO_3845	FTO	0/1.0283	1315.9/988.41	0.51413	1152.2	9.5729	0.52867	0.87859	1228.6	1	0	0	0	True
CES1_2225	CES1	0/1.0283	1030.5/1272.5	0.51413	1151.5	9.5721	0.52867	0.87859	1228	1	0	0	0	True
KDM2A_5954	KDM2A	0/0	1007.4/1294.4	0.51413	1150.9	9.5713	0	0.87859	1227.3	1	0	0	0	True
NEK11_7445	NEK11	0/0	998.47/1302.9	0.51413	1150.7	9.571	0	0.87859	1227.1	1	0	0	0	True
CACNB3_1735	CACNB3	0/1.0283	1197.4/1102.6	0.51413	1150	9.5702	0.52867	0.87859	1226.3	1	0	0	0	True
ALKBH8_591	ALKBH8	0/1.0283	994.74/1304.1	0.51413	1149.4	9.5695	0.52867	0.87859	1225.7	1	0	0	0	True
AMY2A_643	AMY2A	1.1602/0	1414.2/1060.1	0.58012	1237.1	9.6139	0.67308	1.0179	1225.7	1	0	0	0	True
AGTR1_403	AGTR1	0/1.0283	1350.2/947.13	0.51413	1148.6	9.5685	0.52867	0.87859	1224.9	1	0	0	0	True
GAA_3913	GAA	0/0	739.16/1555.5	0.51413	1147.3	9.5668	0	0.87859	1223.5	1	0	0	0	True
VWF_12060	VWF	1.1602/0	1447/1020	0.58012	1233.5	9.6097	0.67308	1.0179	1222.1	1	0	0	0	True
RNF20_9246	RNF20	0/0	1626.6/664.2	0.51413	1145.4	9.5644	0	0.87859	1221.4	1	0	0	0	True
ALKBH8_605	ALKBH8	0/0	975.37/1315	0.51413	1145.2	9.5642	0	0.87859	1221.2	1	0	0	0	True
MAVS_6661	MAVS	0/1.0283	1076/1214.3	0.51413	1145.1	9.564	0.52867	0.87859	1221.1	1	0	0	0	True
SETMAR_9932	SETMAR	0/0	1093.1/1193.6	0.51413	1143.4	9.5618	0	0.87859	1219.3	1	0	0	0	True
GABBR1_3927	GABBR1	0/2.0565	1691.4/1816.5	1.0283	1754	9.757	2.1147	2.0715	1218	1	0	0	0	True
ELP3_3160	ELP3	0/1.0283	1283.8/999.34	0.51413	1141.6	9.5596	0.52867	0.87859	1217.4	1	0	0	0	True
CCR5_1912	CCR5	0/1.0283	917.25/1355.1	0.51413	1136.2	9.5528	0.52867	0.87859	1211.6	1	0	0	0	True
ADK_266	ADK	0/0	1091.6/1175.4	0.51413	1133.5	9.5494	0	0.87859	1208.7	1	0	0	0	True
CDKAL1_2170	CDKAL1	0/0	885.95/1380.6	0.51413	1133.3	9.5491	0	0.87859	1208.5	1	0	0	0	True
LHCGR_6382	LHCGR	1.1602/0	1002.9/1428	0.58012	1215.5	9.5884	0.67308	1.0179	1204.2	1	0	0	0	True
ADRB2_381	ADRB2	0/1.0283	913.52/1344.2	0.51413	1128.9	9.5434	0.52867	0.87859	1203.8	1	0	0	0	True
GABRR1_4108	GABRR1	0/1.0283	1195.9/1055.2	0.51413	1125.6	9.5392	0.52867	0.87859	1200.3	1	0	0	0	True
RC3H2_9154	RC3H2	1.1602/1.0283	1900.8/1692.7	1.0943	1796.7	9.7455	0.008708	2.2407	1199.6	1	0	0	0	True
GABBR2_3930	GABBR2	0/2.0565	2049.8/1398.8	1.0283	1724.3	9.7324	2.1147	2.0715	1197.4	1	0	0	0	True
USP28_11872	USP28	0/1.0283	792.81/1452.3	0.51413	1122.5	9.5353	0.52867	0.87859	1197	1	0	0	0	True
CACNA2D2_1710	CACNA2D2	0/0	1076.7/1166.9	0.51413	1121.8	9.5344	0	0.87859	1196.3	1	0	0	0	True
SUPT3H_10535	SUPT3H	0/1.0283	1425.4/817.2	0.51413	1121.3	9.5338	0.52867	0.87859	1195.7	1	0	0	0	True
GRM5_4395	GRM5	0/1.0283	1024.5/1217.9	0.51413	1121.2	9.5337	0.52867	0.87859	1195.6	1	0	0	0	True
KDM2A_5885	KDM2A	0/1.0283	1295/945.91	0.51413	1120.5	9.5327	0.52867	0.87859	1194.8	1	0	0	0	True
HNRNPA2B1_4754	HNRNPA2B1	0/1.0283	1141.5/1097.7	0.51413	1119.6	9.5316	0.52867	0.87859	1193.9	1	0	0	0	True
BAZ1A_1082	BAZ1A	1.1602/0	1284.6/1125.6	0.58012	1205.1	9.5761	0.67308	1.0179	1193.9	1	0	0	0	True
HAT1_4477	HAT1	0/1.0283	994.74/1241	0.51413	1117.9	9.5293	0.52867	0.87859	1192	1	0	0	0	True
FLT1_3721	FLT1	1.1602/0	1306.2/1100.1	0.58012	1203.2	9.5738	0.67308	1.0179	1192	1	0	0	0	True
HCAR3_4517	HCAR3	0/0	1110.2/1124.4	0.51413	1117.3	9.5286	0	0.87859	1191.5	1	0	0	0	True
MMP15_6987	MMP15	0/1.0283	1118.4/1111.1	0.51413	1114.7	9.5253	0.52867	0.87859	1188.7	1	0	0	0	True
PRDM13_8534	PRDM13	0/1.0283	1005.9/1222.8	0.51413	1114.3	9.5248	0.52867	0.87859	1188.3	1	0	0	0	True
TBL1X_10790	TBL1X	0/4.1131	2742.8/2597.3	2.0565	2670.1	9.7713	8.4587	5.0425	1188.1	1	0	0	0	True
RYBP_9569	RYBP	0/0	1090.9/1136.6	0.51413	1113.7	9.524	0	0.87859	1187.6	1	0	0	0	True
TUBE1_11655	TUBE1	0/0	1220.5/1006.6	0.51413	1113.6	9.5238	0	0.87859	1187.5	1	0	0	0	True
AAVS0062_62	AAVS	0/1.0283	840.5/1381.8	0.51413	1111.2	9.5207	0.52867	0.87859	1184.9	1	0	0	0	True
SUZ12_10593	SUZ12	1.1602/0	1114.7/1276.2	0.58012	1195.4	9.5645	0.67308	1.0179	1184.3	1	0	0	0	True
GABRG3_4077	GABRG3	0/1.0283	1111/1109.8	0.51413	1110.4	9.5197	0.52867	0.87859	1184.1	1	0	0	0	True
KCNB1_5612	KCNB1	0/1.0283	1402.3/817.2	0.51413	1109.8	9.5188	0.52867	0.87859	1183.4	1	0	0	0	True
